Layer                                         Output Shape                   GPU Latency (ms)     CPU Latency (ms)     GPU Power (mW)       CPU Power (mW)      
model.layers.18.mlp.experts.26.gate_proj      torch.Size([1, 1408])          87.358658            87.586403            622.045405           3095.457730         
model.layers.18.mlp.experts.26.act_fn         torch.Size([1, 1408])          0.197600             0.305176             621.824000           3884.800000         
model.layers.18.mlp.experts.26.up_proj        torch.Size([1, 1408])          85.707230            85.888863            631.527724           3555.223393         
model.layers.18.mlp.experts.26.down_proj      torch.Size([1, 2048])          115.259811           115.446806           677.654962           3541.282198         
model.layers.18.mlp.experts.29.gate_proj      torch.Size([1, 1408])          116.811005           116.989136           621.924324           3462.918486         
model.layers.18.mlp.experts.29.act_fn         torch.Size([1, 1408])          0.196512             0.302553             621.824000           3420.032000         
model.layers.18.mlp.experts.29.up_proj        torch.Size([1, 1408])          109.592796           109.765053           648.861353           3188.601263         
model.layers.18.mlp.experts.29.down_proj      torch.Size([1, 2048])          108.267426           108.441591           682.055758           3105.632970         
model.layers.18.mlp.experts.40.gate_proj      torch.Size([1, 1408])          174.905182           175.090313           623.135278           3330.738526         
model.layers.18.mlp.experts.40.act_fn         torch.Size([1, 1408])          0.288864             0.408411             699.552000           3574.016000         
model.layers.18.mlp.experts.40.up_proj        torch.Size([1, 1408])          155.296387           155.449867           650.746785           3241.437867         
model.layers.18.mlp.experts.40.down_proj      torch.Size([1, 2048])          146.958115           147.178888           683.710118           3106.833882         
model.layers.18.mlp.experts.55.gate_proj      torch.Size([1, 1408])          121.472000           121.706247           622.078390           3127.788277         
model.layers.18.mlp.experts.55.act_fn         torch.Size([1, 1408])          0.193760             0.302792             622.080000           3264.576000         
model.layers.18.mlp.experts.55.up_proj        torch.Size([1, 1408])          117.921570           118.074417           621.923765           3382.647059         
model.layers.18.mlp.experts.55.down_proj      torch.Size([1, 2048])          117.861374           118.076563           671.497275           3217.222493         
model.layers.18.mlp.shared_expert.gate_proj   torch.Size([1, 5632])          446.755341           447.105408           663.752373           2975.092789         
model.layers.18.mlp.shared_expert.act_fn      torch.Size([1, 5632])          0.598560             0.841379             777.280000           3340.928000         
model.layers.18.mlp.shared_expert.up_proj     torch.Size([1, 5632])          445.550262           445.781231           685.937199           2987.389259         
model.layers.18.mlp.shared_expert.down_proj   torch.Size([1, 2048])          442.115204           442.462921           699.238148           3200.403004         
model.layers.18.mlp.shared_expert_gate        torch.Size([1, 1])             10.048512            10.281801            668.677079           3514.982603         
model.layers.19.input_layernorm               torch.Size([1, 1, 2048])       8.224224             8.481979             575.621731           3577.808239         
model.layers.19.self_attn.q_proj              torch.Size([1, 1, 2048])       167.866272           168.156385           565.522786           3329.429652         
model.layers.19.self_attn.k_proj              torch.Size([1, 1, 2048])       174.270554           174.501896           640.578333           3329.636667         
model.layers.19.self_attn.v_proj              torch.Size([1, 1, 2048])       171.461594           171.720982           635.754562           3175.089182         
model.layers.19.self_attn.o_proj              torch.Size([1, 1, 2048])       165.337280           165.620565           700.591448           3101.704092         
model.layers.19.post_attention_layernorm      torch.Size([1, 1, 2048])       7.830912             8.017778             670.776471           3264.312471         
model.layers.19.mlp.experts.35.gate_proj      torch.Size([1, 1408])          115.023773           115.221024           644.209083           3168.776662         
model.layers.19.mlp.experts.35.act_fn         torch.Size([1, 1408])          0.163744             0.329733             777.280000           3264.576000         
model.layers.19.mlp.experts.35.up_proj        torch.Size([1, 1408])          110.460289           110.616446           663.750687           3159.049552         
model.layers.19.mlp.experts.35.down_proj      torch.Size([1, 2048])          105.140480           105.315447           678.839186           3115.671377         
model.layers.19.mlp.experts.43.gate_proj      torch.Size([1, 1408])          118.887421           119.141102           638.114462           3140.979916         
model.layers.19.mlp.experts.43.act_fn         torch.Size([1, 1408])          0.168320             0.279427             777.280000           3263.232000         
model.layers.19.mlp.experts.43.up_proj        torch.Size([1, 1408])          100.813538           100.987434           669.131378           3108.891022         
model.layers.19.mlp.experts.43.down_proj      torch.Size([1, 2048])          105.874046           106.004000           696.064985           3099.274831         
model.layers.19.mlp.experts.52.gate_proj      torch.Size([1, 1408])          165.738434           165.910721           644.059224           3076.832000         
model.layers.19.mlp.experts.52.act_fn         torch.Size([1, 1408])          0.166080             0.264645             777.280000           3264.576000         
model.layers.19.mlp.experts.52.up_proj        torch.Size([1, 1408])          153.845474           154.308558           665.392000           3128.552000         
model.layers.19.mlp.experts.52.down_proj      torch.Size([1, 2048])          141.339615           141.503334           687.193405           3140.904061         
model.layers.19.mlp.experts.55.gate_proj      torch.Size([1, 1408])          144.622528           144.834757           622.078348           3030.995406         
model.layers.19.mlp.experts.55.act_fn         torch.Size([1, 1408])          0.233120             0.388384             622.080000           3109.120000         
model.layers.19.mlp.experts.55.up_proj        torch.Size([1, 1408])          144.695709           144.864321           621.968772           3093.195476         
model.layers.19.mlp.experts.55.down_proj      torch.Size([1, 2048])          153.280289           153.473616           641.940324           3141.490162         
model.layers.19.mlp.shared_expert.gate_proj   torch.Size([1, 5632])          463.780182           464.055300           671.073004           3089.562834         
model.layers.19.mlp.shared_expert.act_fn      torch.Size([1, 5632])          0.334368             0.629902             777.280000           3263.232000         
model.layers.19.mlp.shared_expert.up_proj     torch.Size([1, 5632])          442.768738           443.069220           654.590733           2922.558479         
model.layers.19.mlp.shared_expert.down_proj   torch.Size([1, 2048])          436.467072           436.753511           694.793684           3196.427088         
model.layers.19.mlp.shared_expert_gate        torch.Size([1, 1])             9.370784             9.566784             675.502345           3331.024552         
model.layers.20.input_layernorm               torch.Size([1, 1, 2048])       13.428960            13.624191            567.049846           3246.200123         
model.layers.20.self_attn.q_proj              torch.Size([1, 1, 2048])       169.161758           169.380903           565.893467           2988.100503         
model.layers.20.self_attn.k_proj              torch.Size([1, 1, 2048])       160.525085           160.750151           626.644060           3172.929910         
model.layers.20.self_attn.v_proj              torch.Size([1, 1, 2048])       173.109497           173.339367           622.004706           3279.497412         
model.layers.20.self_attn.o_proj              torch.Size([1, 1, 2048])       156.861343           157.136440           691.680736           3119.813149         
model.layers.20.post_attention_layernorm      torch.Size([1, 1, 2048])       13.303904            13.562679            677.941760           3264.387840         
model.layers.20.mlp.experts.2.gate_proj       torch.Size([1, 1408])          132.226944           132.470369           627.859582           3054.786866         
model.layers.20.mlp.experts.2.act_fn          torch.Size([1, 1408])          0.282112             0.449657             777.280000           3264.576000         
model.layers.20.mlp.experts.2.up_proj         torch.Size([1, 1408])          83.947426            84.153891            648.338353           3068.167059         
model.layers.20.mlp.experts.2.down_proj       torch.Size([1, 2048])          104.352867           104.507685           671.368727           3310.004848         
model.layers.20.mlp.experts.17.gate_proj      torch.Size([1, 1408])          86.786911            87.020159            621.979307           3294.532267         
model.layers.20.mlp.experts.17.act_fn         torch.Size([1, 1408])          0.180384             0.349760             621.824000           3264.576000         
model.layers.20.mlp.experts.17.up_proj        torch.Size([1, 1408])          99.622627            99.813223            651.024716           3117.331582         
model.layers.20.mlp.experts.17.down_proj      torch.Size([1, 2048])          105.019775           105.192423           688.944584           3092.202511         
model.layers.20.mlp.experts.50.gate_proj      torch.Size([1, 1408])          119.000099           119.205713           643.034466           3289.949835         
model.layers.20.mlp.experts.50.act_fn         torch.Size([1, 1408])          0.213472             0.344276             777.280000           3729.408000         
model.layers.20.mlp.experts.50.up_proj        torch.Size([1, 1408])          114.847939           115.008354           671.128863           3328.082417         
model.layers.20.mlp.experts.50.down_proj      torch.Size([1, 2048])          105.288284           105.490685           701.484752           3127.821474         
model.layers.20.mlp.experts.58.gate_proj      torch.Size([1, 1408])          94.289665            94.550371            621.841297           3606.400000         
model.layers.20.mlp.experts.58.act_fn         torch.Size([1, 1408])          0.157664             0.288010             621.824000           3418.624000         
model.layers.20.mlp.experts.58.up_proj        torch.Size([1, 1408])          100.814980           100.960732           622.011200           3233.542000         
model.layers.20.mlp.experts.58.down_proj      torch.Size([1, 2048])          110.870369           111.037493           675.360478           3133.378388         
model.layers.20.mlp.shared_expert.gate_proj   torch.Size([1, 5632])          462.680908           462.960720           670.203218           3063.951051         
model.layers.20.mlp.shared_expert.act_fn      torch.Size([1, 5632])          0.213984             0.369787             777.280000           3418.624000         
model.layers.20.mlp.shared_expert.up_proj     torch.Size([1, 5632])          638.181030           638.373613           649.685728           5943.026436         
model.layers.20.mlp.shared_expert.down_proj   torch.Size([1, 2048])          609.142029           609.402657           674.585973           3939.962978         
model.layers.20.mlp.shared_expert_gate        torch.Size([1, 1])             9.165920             9.380817             678.045793           3555.331310         
model.layers.21.input_layernorm               torch.Size([1, 1, 2048])       9.948032             11.641026            539.527837           3575.488000         
model.layers.21.self_attn.q_proj              torch.Size([1, 1, 2048])       234.889053           236.262083           569.936640           3209.720320         
model.layers.21.self_attn.k_proj              torch.Size([1, 1, 2048])       243.341888           243.588209           644.513391           3077.734957         
model.layers.21.self_attn.v_proj              torch.Size([1, 1, 2048])       228.818115           229.138613           624.168995           3184.113843         
model.layers.21.self_attn.o_proj              torch.Size([1, 1, 2048])       219.195801           219.507456           694.648971           3382.426266         
model.layers.21.post_attention_layernorm      torch.Size([1, 1, 2048])       12.803776            13.119936            671.580160           3602.595840         
model.layers.21.mlp.experts.2.gate_proj       torch.Size([1, 1408])          158.807739           158.976316           643.967522           3268.907940         
model.layers.21.mlp.experts.2.act_fn          torch.Size([1, 1408])          0.162432             0.258923             777.280000           3263.232000         
model.layers.21.mlp.experts.2.up_proj         torch.Size([1, 1408])          147.196548           147.406101           672.991522           3127.581612         
model.layers.21.mlp.experts.2.down_proj       torch.Size([1, 2048])          159.813126           160.006285           681.558135           3100.887579         
model.layers.21.mlp.experts.47.gate_proj      torch.Size([1, 1408])          117.739967           117.917061           633.579940           3222.818388         
model.layers.21.mlp.experts.47.act_fn         torch.Size([1, 1408])          0.190368             0.380516             777.280000           3212.757333         
model.layers.21.mlp.experts.47.up_proj        torch.Size([1, 1408])          113.352707           113.524437           638.452132           3159.479523         
model.layers.21.mlp.experts.47.down_proj      torch.Size([1, 2048])          107.337952           107.507229           654.933479           3339.590137         
model.layers.21.mlp.experts.51.gate_proj      torch.Size([1, 1408])          115.192253           115.359306           648.327059           3132.184941         
model.layers.21.mlp.experts.51.act_fn         torch.Size([1, 1408])          0.194688             0.313997             777.280000           3264.576000         
model.layers.21.mlp.experts.51.up_proj        torch.Size([1, 1408])          102.672958           102.831125           673.019224           3241.409910         
model.layers.21.mlp.experts.51.down_proj      torch.Size([1, 2048])          105.125923           105.290413           700.260438           3151.094657         
model.layers.21.mlp.experts.54.gate_proj      torch.Size([1, 1408])          120.586655           120.732784           622.090994           3070.305767         
model.layers.21.mlp.experts.54.act_fn         torch.Size([1, 1408])          0.184160             0.298023             622.080000           3109.120000         
model.layers.21.mlp.experts.54.up_proj        torch.Size([1, 1408])          104.327454           104.521751           641.681067           3027.719585         
model.layers.21.mlp.experts.54.down_proj      torch.Size([1, 2048])          110.184097           110.357285           689.472941           3091.974118         
model.layers.21.mlp.shared_expert.gate_proj   torch.Size([1, 5632])          444.297119           444.672823           675.104290           3105.734661         
model.layers.21.mlp.shared_expert.act_fn      torch.Size([1, 5632])          0.361056             0.596523             777.280000           3418.624000         
model.layers.21.mlp.shared_expert.up_proj     torch.Size([1, 5632])          435.195801           435.497046           695.398428           2969.283108         
model.layers.21.mlp.shared_expert.down_proj   torch.Size([1, 2048])          439.683777           439.962149           680.343273           3021.914029         
model.layers.21.mlp.shared_expert_gate        torch.Size([1, 1])             10.501888            10.777712            684.659692           3338.583385         
model.layers.22.input_layernorm               torch.Size([1, 1, 2048])       10.213280            10.497332            610.644706           3121.171765         
model.layers.22.self_attn.q_proj              torch.Size([1, 1, 2048])       169.371002           169.591904           560.025545           3181.653700         
model.layers.22.self_attn.k_proj              torch.Size([1, 1, 2048])       165.904358           166.276217           632.644392           3317.103686         
model.layers.22.self_attn.v_proj              torch.Size([1, 1, 2048])       142.415390           142.658234           624.108800           3183.567861         
model.layers.22.self_attn.o_proj              torch.Size([1, 1, 2048])       145.436768           145.787477           690.964784           3005.243381         
model.layers.22.post_attention_layernorm      torch.Size([1, 1, 2048])       10.979840            11.202097            668.634880           3264.576000         
model.layers.22.mlp.experts.11.gate_proj      torch.Size([1, 1408])          163.763290           164.163828           646.282430           3027.649422         
model.layers.22.mlp.experts.11.act_fn         torch.Size([1, 1408])          0.312896             0.514746             777.280000           3264.576000         
model.layers.22.mlp.experts.11.up_proj        torch.Size([1, 1408])          157.019897           157.237291           670.682161           3273.653723         
model.layers.22.mlp.experts.11.down_proj      torch.Size([1, 2048])          149.331161           149.506569           696.250746           3138.229970         
model.layers.22.mlp.experts.14.gate_proj      torch.Size([1, 1408])          155.331650           155.549526           621.955507           3417.457973         
model.layers.22.mlp.experts.14.act_fn         torch.Size([1, 1408])          0.267520             0.471830             699.552000           3962.496000         
model.layers.22.mlp.experts.14.up_proj        torch.Size([1, 1408])          109.835999           109.999895           667.831758           3500.984727         
model.layers.22.mlp.experts.14.down_proj      torch.Size([1, 2048])          108.361694           108.630896           702.605955           3183.824842         
model.layers.22.mlp.experts.39.gate_proj      torch.Size([1, 1408])          121.678078           121.952534           630.884571           3268.252800         
model.layers.22.mlp.experts.39.act_fn         torch.Size([1, 1408])          0.196960             0.304222             777.280000           3497.760000         
model.layers.22.mlp.experts.39.up_proj        torch.Size([1, 1408])          108.284546           108.453274           651.241383           3198.057865         
model.layers.22.mlp.experts.39.down_proj      torch.Size([1, 2048])          108.532387           108.680964           690.843359           3094.990168         
model.layers.22.mlp.experts.51.gate_proj      torch.Size([1, 1408])          130.843719           131.031990           636.154182           3100.930424         
model.layers.22.mlp.experts.51.act_fn         torch.Size([1, 1408])          0.194880             0.369072             777.280000           3264.576000         
model.layers.22.mlp.experts.51.up_proj        torch.Size([1, 1408])          132.316254           132.503510           655.550619           3094.632058         
model.layers.22.mlp.experts.51.down_proj      torch.Size([1, 2048])          160.270844           160.461187           655.233324           3216.014124         
model.layers.22.mlp.shared_expert.gate_proj   torch.Size([1, 5632])          416.608948           416.849375           669.253450           2891.699703         
model.layers.22.mlp.shared_expert.act_fn      torch.Size([1, 5632])          0.258592             0.436544             776.960000           3574.016000         
model.layers.22.mlp.shared_expert.up_proj     torch.Size([1, 5632])          452.730499           453.066111           695.582615           3072.025367         
model.layers.22.mlp.shared_expert.down_proj   torch.Size([1, 2048])          457.334137           457.590103           683.538009           2974.447100         
model.layers.22.mlp.shared_expert_gate        torch.Size([1, 1])             11.775392            12.067318            675.407127           3721.006545         
model.layers.23.input_layernorm               torch.Size([1, 1, 2048])       13.442400            13.669491            622.054820           3460.807344         
model.layers.23.self_attn.q_proj              torch.Size([1, 1, 2048])       175.041565           175.303936           608.344276           3141.053478         
model.layers.23.self_attn.k_proj              torch.Size([1, 1, 2048])       175.535324           175.792456           635.982720           3327.506880         
model.layers.23.self_attn.v_proj              torch.Size([1, 1, 2048])       165.611298           165.907621           629.967020           3127.550041         
model.layers.23.self_attn.o_proj              torch.Size([1, 1, 2048])       165.193573           165.503740           699.728000           3114.497488         
model.layers.23.post_attention_layernorm      torch.Size([1, 1, 2048])       4.840224             5.041122             738.416000           3515.890667         
model.layers.23.mlp.experts.18.gate_proj      torch.Size([1, 1408])          158.392349           158.598185           647.696361           3251.783218         
model.layers.23.mlp.experts.18.act_fn         torch.Size([1, 1408])          0.199264             0.335932             777.280000           3264.576000         
model.layers.23.mlp.experts.18.up_proj        torch.Size([1, 1408])          152.690338           152.838469           625.902289           3266.334994         
model.layers.23.mlp.experts.18.down_proj      torch.Size([1, 2048])          149.499237           149.671316           625.603408           3403.821444         
model.layers.23.mlp.experts.38.gate_proj      torch.Size([1, 1408])          121.969086           122.266054           616.354341           3067.680390         
model.layers.23.mlp.experts.38.act_fn         torch.Size([1, 1408])          0.215648             0.325441             621.824000           3264.576000         
model.layers.23.mlp.experts.38.up_proj        torch.Size([1, 1408])          108.626717           108.771801           629.414748           3160.878585         
model.layers.23.mlp.experts.38.down_proj      torch.Size([1, 2048])          106.815392           107.020378           686.874746           3332.621373         
model.layers.23.mlp.experts.44.gate_proj      torch.Size([1, 1408])          116.832573           117.001772           647.539582           3068.646687         
model.layers.23.mlp.experts.44.act_fn         torch.Size([1, 1408])          0.194592             0.301361             777.280000           3264.576000         
model.layers.23.mlp.experts.44.up_proj        torch.Size([1, 1408])          108.948799           109.131575           667.841455           3281.782788         
model.layers.23.mlp.experts.44.down_proj      torch.Size([1, 2048])          112.452095           112.626076           704.344242           3236.953212         
model.layers.23.mlp.experts.52.gate_proj      torch.Size([1, 1408])          115.963005           116.130829           632.406448           3338.732418         
model.layers.23.mlp.experts.52.act_fn         torch.Size([1, 1408])          0.189184             0.295162             777.280000           3264.576000         
model.layers.23.mlp.experts.52.up_proj        torch.Size([1, 1408])          109.042877           109.226227           654.070229           3129.460275         
model.layers.23.mlp.experts.52.down_proj      torch.Size([1, 2048])          111.781342           111.968994           684.449764           3101.813921         
model.layers.23.mlp.shared_expert.gate_proj   torch.Size([1, 5632])          647.502075           647.775650           672.018327           3128.327445         
model.layers.23.mlp.shared_expert.act_fn      torch.Size([1, 5632])          0.230624             0.406504             776.960000           4038.528000         
model.layers.23.mlp.shared_expert.up_proj     torch.Size([1, 5632])          556.490540           556.748629           664.248766           3067.818421         
model.layers.23.mlp.shared_expert.down_proj   torch.Size([1, 2048])          439.088409           439.364433           706.401639           3008.727519         
model.layers.23.mlp.shared_expert_gate        torch.Size([1, 1])             6.586784             6.801844             777.208000           3348.697600         
model.norm                                    torch.Size([1, 1, 2048])       6.004768             6.297112             736.216151           3387.691472         
lm_head                                       torch.Size([1, 1, 151936])     13086.479492         13088.318110         1223.188858          3361.496250         
