Layer                                         Output Shape                   GPU Latency (ms)     CPU Latency (ms)     GPU Power (mW)       CPU Power (mW)      
model.layers.10.mlp.experts.21.act_fn         torch.Size([1, 1408])          0.871840             1.747847             621.568000           3261.888000         
model.layers.10.mlp.experts.21.up_proj        torch.Size([1, 1408])          94.904991            95.897198            621.582110           3152.596661         
model.layers.10.mlp.experts.21.down_proj      torch.Size([1, 2048])          74.999428            75.713873            621.568000           3131.692387         
model.layers.10.mlp.experts.22.gate_proj      torch.Size([0, 1408])          99.902466            100.414753           621.568000           3126.834472         
model.layers.10.mlp.experts.22.act_fn         torch.Size([0, 1408])          0.597120             1.335144             621.568000           3106.560000         
model.layers.10.mlp.experts.22.up_proj        torch.Size([0, 1408])          96.193535            96.778393            621.568000           3273.282246         
model.layers.10.mlp.experts.22.down_proj      torch.Size([0, 2048])          83.105698            83.627224            621.568000           3254.841856         
model.layers.10.mlp.experts.23.gate_proj      torch.Size([1, 1408])          93.447746            94.121933            621.636414           3088.526345         
model.layers.10.mlp.experts.23.act_fn         torch.Size([1, 1408])          0.567072             1.100302             621.568000           3261.888000         
model.layers.10.mlp.experts.23.up_proj        torch.Size([1, 1408])          67.305603            67.793846            621.725538           2956.633510         
model.layers.10.mlp.experts.23.down_proj      torch.Size([1, 2048])          82.232964            82.695723            621.568000           3068.311226         
model.layers.10.mlp.experts.24.gate_proj      torch.Size([0, 1408])          92.737534            93.242884            621.480635           3485.989079         
model.layers.10.mlp.experts.24.act_fn         torch.Size([0, 1408])          0.397312             0.832081             621.568000           3572.544000         
model.layers.10.mlp.experts.24.up_proj        torch.Size([0, 1408])          80.497566            80.879211            621.541287           3347.125426         
model.layers.10.mlp.experts.24.down_proj      torch.Size([0, 2048])          83.015778            83.683014            621.563387           3347.329153         
model.layers.10.mlp.experts.25.gate_proj      torch.Size([0, 1408])          103.205475           103.900433           621.568000           3257.001290         
model.layers.10.mlp.experts.25.act_fn         torch.Size([0, 1408])          0.574432             1.417160             621.568000           3261.888000         
model.layers.10.mlp.experts.25.up_proj        torch.Size([0, 1408])          97.168991            98.022461            621.568000           3207.518951         
model.layers.10.mlp.experts.25.down_proj      torch.Size([0, 2048])          93.836418            94.532251            621.710000           2969.155000         
model.layers.10.mlp.experts.26.gate_proj      torch.Size([1, 1408])          100.996384           101.736784           621.551213           3139.307541         
model.layers.10.mlp.experts.26.act_fn         torch.Size([1, 1408])          0.745216             1.419067             621.465600           3572.544000         
model.layers.10.mlp.experts.26.up_proj        torch.Size([1, 1408])          99.358017            100.029945           621.568000           3234.823273         
model.layers.10.mlp.experts.26.down_proj      torch.Size([1, 2048])          82.095139            82.675219            621.520372           3325.704930         
model.layers.10.mlp.experts.27.gate_proj      torch.Size([0, 1408])          72.656929            73.289871            621.568000           3204.097016         
model.layers.10.mlp.experts.27.act_fn         torch.Size([0, 1408])          0.374560             0.858784             621.568000           3107.840000         
model.layers.10.mlp.experts.27.up_proj        torch.Size([0, 1408])          83.586365            84.043980            621.568000           3199.637677         
model.layers.10.mlp.experts.27.down_proj      torch.Size([0, 2048])          96.547684            97.023249            621.568000           3185.396870         
model.layers.10.mlp.experts.28.gate_proj      torch.Size([0, 1408])          76.514435            77.015162            621.503443           3538.777043         
model.layers.10.mlp.experts.28.act_fn         torch.Size([0, 1408])          0.637536             1.417637             621.568000           3300.720000         
model.layers.10.mlp.experts.28.up_proj        torch.Size([0, 1408])          84.565025            85.126877            597.724062           3240.037415         
model.layers.10.mlp.experts.28.down_proj      torch.Size([0, 2048])          37.326591            37.826538            621.568000           3239.081143         
model.layers.10.mlp.experts.29.gate_proj      torch.Size([1, 1408])          15.136320            15.694618            621.568000           3131.893493         
model.layers.10.mlp.experts.29.act_fn         torch.Size([1, 1408])          0.388832             0.767231             621.568000           3417.216000         
model.layers.10.mlp.experts.29.up_proj        torch.Size([1, 1408])          11.532640            11.976242            621.568000           3138.266466         
model.layers.10.mlp.experts.29.down_proj      torch.Size([1, 2048])          14.250560            14.667988            621.568000           3158.431179         
model.layers.10.mlp.experts.30.gate_proj      torch.Size([1, 1408])          17.045856            17.477512            621.495193           3261.888000         
model.layers.10.mlp.experts.30.act_fn         torch.Size([1, 1408])          0.390048             0.759840             621.568000           3261.888000         
model.layers.10.mlp.experts.30.up_proj        torch.Size([1, 1408])          16.253729            16.641140            621.484218           3353.519127         
model.layers.10.mlp.experts.30.down_proj      torch.Size([1, 2048])          24.602400            24.998426            621.494539           3336.175304         
model.layers.10.mlp.experts.31.gate_proj      torch.Size([0, 1408])          17.103392            17.559528            621.560000           3152.991000         
model.layers.10.mlp.experts.31.act_fn         torch.Size([0, 1408])          0.348000             0.729799             621.568000           3261.888000         
model.layers.10.mlp.experts.31.up_proj        torch.Size([0, 1408])          19.535681            19.929171            616.823206           3115.729099         
model.layers.10.mlp.experts.31.down_proj      torch.Size([0, 2048])          13.710048            14.124870            621.528000           3317.666500         
model.layers.10.mlp.experts.32.gate_proj      torch.Size([2, 1408])          15.118720            15.615225            621.440000           3580.235940         
model.layers.10.mlp.experts.32.act_fn         torch.Size([2, 1408])          0.440832             0.812054             621.568000           3261.888000         
model.layers.10.mlp.experts.32.up_proj        torch.Size([2, 1408])          16.473633            16.891956            621.513443           3362.469246         
model.layers.10.mlp.experts.32.down_proj      torch.Size([2, 2048])          12.902304            13.405085            621.568000           3234.705600         
model.layers.10.mlp.experts.33.gate_proj      torch.Size([0, 1408])          13.060896            13.617039            621.568000           3264.963802         
model.layers.10.mlp.experts.33.act_fn         torch.Size([0, 1408])          0.413344             0.807524             621.568000           3261.888000         
model.layers.10.mlp.experts.33.up_proj        torch.Size([0, 1408])          13.985184            14.407873            621.568000           3238.876444         
model.layers.10.mlp.experts.33.down_proj      torch.Size([0, 2048])          10.724416            11.157751            621.575699           3097.779008         
model.layers.10.mlp.experts.34.gate_proj      torch.Size([0, 1408])          10.554272            10.976315            621.568000           3240.801821         
model.layers.10.mlp.experts.34.act_fn         torch.Size([0, 1408])          0.323296             0.757694             621.568000           3107.840000         
model.layers.10.mlp.experts.34.up_proj        torch.Size([0, 1408])          13.336192            13.755798            621.568000           3322.911232         
model.layers.10.mlp.experts.34.down_proj      torch.Size([0, 2048])          10.688064            11.101007            621.568000           3194.796155         
model.layers.10.mlp.experts.35.gate_proj      torch.Size([0, 1408])          16.819296            17.393351            621.568000           3167.389968         
model.layers.10.mlp.experts.35.act_fn         torch.Size([0, 1408])          0.376736             0.821114             621.568000           3106.560000         
model.layers.10.mlp.experts.35.up_proj        torch.Size([0, 1408])          12.698816            13.090372            616.856427           3109.826931         
model.layers.10.mlp.experts.35.down_proj      torch.Size([0, 2048])          10.482400            10.914803            621.526033           3364.184656         
model.layers.10.mlp.experts.36.gate_proj      torch.Size([0, 1408])          10.245184            10.687828            621.538862           3402.046959         
model.layers.10.mlp.experts.36.act_fn         torch.Size([0, 1408])          0.321344             0.745773             621.312000           4192.128000         
model.layers.10.mlp.experts.36.up_proj        torch.Size([0, 1408])          10.120992            10.495186            597.618708           3448.311631         
model.layers.10.mlp.experts.36.down_proj      torch.Size([0, 2048])          11.366720            11.805773            610.299765           3057.248471         
model.layers.10.mlp.experts.37.gate_proj      torch.Size([0, 1408])          10.276256            10.691166            621.568000           3124.952060         
model.layers.10.mlp.experts.37.act_fn         torch.Size([0, 1408])          0.294080             0.658035             621.568000           3107.840000         
model.layers.10.mlp.experts.37.up_proj        torch.Size([0, 1408])          10.166368            10.550261            602.442831           3157.565046         
model.layers.10.mlp.experts.37.down_proj      torch.Size([0, 2048])          11.467776            11.883974            621.568000           3219.006915         
model.layers.10.mlp.experts.38.gate_proj      torch.Size([0, 1408])          12.170304            12.627840            621.578079           3243.943811         
model.layers.10.mlp.experts.38.act_fn         torch.Size([0, 1408])          0.298240             0.678539             621.568000           3261.888000         
model.layers.10.mlp.experts.38.up_proj        torch.Size([0, 1408])          11.465344            11.851311            591.417313           3229.852657         
model.layers.10.mlp.experts.38.down_proj      torch.Size([0, 2048])          11.250272            11.732578            618.064842           3138.891549         
model.layers.10.mlp.experts.39.gate_proj      torch.Size([1, 1408])          10.291552            10.699272            617.040000           3086.825412         
model.layers.10.mlp.experts.39.act_fn         torch.Size([1, 1408])          0.355840             0.730276             621.568000           3106.560000         
model.layers.10.mlp.experts.39.up_proj        torch.Size([1, 1408])          10.684288            11.062145            621.540431           3185.710277         
model.layers.10.mlp.experts.39.down_proj      torch.Size([1, 2048])          10.226912            10.630369            621.485419           3451.975742         
model.layers.10.mlp.experts.40.gate_proj      torch.Size([2, 1408])          12.430208            12.834787            621.535763           3328.564622         
model.layers.10.mlp.experts.40.act_fn         torch.Size([2, 1408])          0.332480             0.697613             621.568000           3417.216000         
model.layers.10.mlp.experts.40.up_proj        torch.Size([2, 1408])          11.038272            11.496067            621.568000           3206.735304         
model.layers.10.mlp.experts.40.down_proj      torch.Size([2, 2048])          13.605728            13.998985            661.412103           3183.560205         
model.layers.10.mlp.experts.41.gate_proj      torch.Size([0, 1408])          10.901472            11.314631            630.557620           3196.419174         
model.layers.10.mlp.experts.41.act_fn         torch.Size([0, 1408])          0.317536             0.690460             621.568000           3106.560000         
model.layers.10.mlp.experts.41.up_proj        torch.Size([0, 1408])          9.909248             10.310173            621.568000           3325.064463         
model.layers.10.mlp.experts.41.down_proj      torch.Size([0, 2048])          10.527424            10.916948            614.557835           3293.851910         
model.layers.10.mlp.experts.42.gate_proj      torch.Size([0, 1408])          10.377248            10.787249            621.568000           3209.358545         
model.layers.10.mlp.experts.42.act_fn         torch.Size([0, 1408])          0.315008             0.676870             621.568000           3261.888000         
model.layers.10.mlp.experts.42.up_proj        torch.Size([0, 1408])          10.669600            11.045218            598.680806           3169.874357         
model.layers.10.mlp.experts.42.down_proj      torch.Size([0, 2048])          10.172000            10.568857            621.683101           3130.408682         
model.layers.10.mlp.experts.43.gate_proj      torch.Size([0, 1408])          10.071200            10.472536            621.568000           3114.747569         
model.layers.10.mlp.experts.43.act_fn         torch.Size([0, 1408])          0.322304             0.686407             621.568000           3494.880000         
model.layers.10.mlp.experts.43.up_proj        torch.Size([0, 1408])          11.958848            12.344360            591.218000           3462.115500         
model.layers.10.mlp.experts.43.down_proj      torch.Size([0, 2048])          10.432320            10.877609            559.416839           3956.887273         
model.layers.10.mlp.experts.44.gate_proj      torch.Size([0, 1408])          10.768160            11.201382            621.461695           3536.818441         
model.layers.10.mlp.experts.44.act_fn         torch.Size([0, 1408])          0.360352             0.734568             621.568000           3261.888000         
model.layers.10.mlp.experts.44.up_proj        torch.Size([0, 1408])          14.797600            15.224218            606.885291           3246.244787         
model.layers.10.mlp.experts.44.down_proj      torch.Size([0, 2048])          13.567840            13.963223            621.568000           3187.173161         
model.layers.10.mlp.experts.45.gate_proj      torch.Size([0, 1408])          12.633344            13.103724            621.568000           3224.127471         
model.layers.10.mlp.experts.45.act_fn         torch.Size([0, 1408])          0.331808             0.742197             621.568000           3261.888000         
model.layers.10.mlp.experts.45.up_proj        torch.Size([0, 1408])          10.945056            11.345148            598.259200           3268.763733         
model.layers.10.mlp.experts.45.down_proj      torch.Size([0, 2048])          15.371168            15.797138            613.450507           3246.140179         
model.layers.10.mlp.experts.46.gate_proj      torch.Size([0, 1408])          14.065088            14.533997            621.568000           3172.462195         
model.layers.10.mlp.experts.46.act_fn         torch.Size([0, 1408])          0.298944             0.665188             621.568000           3417.216000         
model.layers.10.mlp.experts.46.up_proj        torch.Size([0, 1408])          13.148544            13.537169            567.133431           3149.443737         
model.layers.10.mlp.experts.46.down_proj      torch.Size([0, 2048])          10.000416            10.456085            614.378171           3069.084775         
model.layers.10.mlp.experts.47.gate_proj      torch.Size([0, 1408])          11.799808            12.239218            621.591664           3245.124840         
model.layers.10.mlp.experts.47.act_fn         torch.Size([0, 1408])          0.395104             0.856400             621.568000           3106.560000         
model.layers.10.mlp.experts.47.up_proj        torch.Size([0, 1408])          13.947680            14.354944            609.511724           3294.433655         
model.layers.10.mlp.experts.47.down_proj      torch.Size([0, 2048])          17.224064            17.663717            609.747053           3303.910107         
model.layers.10.mlp.experts.48.gate_proj      torch.Size([0, 1408])          17.582945            18.011332            541.697662           3798.699221         
model.layers.10.mlp.experts.48.act_fn         torch.Size([0, 1408])          0.317888             0.787020             621.312000           3727.360000         
model.layers.10.mlp.experts.48.up_proj        torch.Size([0, 1408])          14.435712            14.841557            592.114909           3434.866909         
model.layers.10.mlp.experts.48.down_proj      torch.Size([0, 2048])          22.576864            22.966862            615.645767           3163.888620         
model.layers.10.mlp.experts.49.gate_proj      torch.Size([0, 1408])          27.467264            27.948141            616.035453           3187.848748         
model.layers.10.mlp.experts.49.act_fn         torch.Size([0, 1408])          0.329600             0.727177             621.568000           3727.872000         
model.layers.10.mlp.experts.49.up_proj        torch.Size([0, 1408])          16.883841            17.287254            587.168244           3334.529954         
model.layers.10.mlp.experts.49.down_proj      torch.Size([0, 2048])          16.468128            16.915560            621.568000           3175.652713         
model.layers.10.mlp.experts.50.gate_proj      torch.Size([0, 1408])          23.559937            24.010897            621.568000           3156.906015         
model.layers.10.mlp.experts.50.act_fn         torch.Size([0, 1408])          0.312192             0.672102             621.568000           3107.840000         
model.layers.10.mlp.experts.50.up_proj        torch.Size([0, 1408])          16.351360            16.816854            617.966636           3194.939039         
model.layers.10.mlp.experts.50.down_proj      torch.Size([0, 2048])          19.119713            19.523621            621.568000           3283.120882         
model.layers.10.mlp.experts.51.gate_proj      torch.Size([1, 1408])          16.217279            16.628504            621.542185           3305.048202         
model.layers.10.mlp.experts.51.act_fn         torch.Size([1, 1408])          0.352768             0.712872             621.568000           3378.384000         
model.layers.10.mlp.experts.51.up_proj        torch.Size([1, 1408])          14.802560            15.202045            621.568000           3269.226331         
model.layers.10.mlp.experts.51.down_proj      torch.Size([1, 2048])          10.838464            11.268139            621.568000           3203.948190         
model.layers.10.mlp.experts.52.gate_proj      torch.Size([1, 1408])          10.788160            11.257172            621.343103           3763.121047         
model.layers.10.mlp.experts.52.act_fn         torch.Size([1, 1408])          0.344736             0.731468             621.312000           3881.600000         
model.layers.10.mlp.experts.52.up_proj        torch.Size([1, 1408])          11.226016            11.608601            621.485292           3401.686646         
model.layers.10.mlp.experts.52.down_proj      torch.Size([1, 2048])          11.016064            11.410475            621.554109           3317.276279         
model.layers.10.mlp.experts.53.gate_proj      torch.Size([0, 1408])          12.829024            13.333559            621.549115           3343.403016         
model.layers.10.mlp.experts.53.act_fn         torch.Size([0, 1408])          0.363232             0.731945             621.568000           3106.986667         
model.layers.10.mlp.experts.53.up_proj        torch.Size([0, 1408])          10.988032            11.378765            621.568000           3242.168258         
model.layers.10.mlp.experts.53.down_proj      torch.Size([0, 2048])          9.958624             10.350466            605.853898           3037.349372         
model.layers.10.mlp.experts.54.gate_proj      torch.Size([0, 1408])          9.919424             10.324001            621.674000           3086.877500         
model.layers.10.mlp.experts.54.act_fn         torch.Size([0, 1408])          0.296960             0.737429             621.568000           3107.413333         
model.layers.10.mlp.experts.54.up_proj        torch.Size([0, 1408])          8.654688             9.059429             607.571934           3192.594361         
model.layers.10.mlp.experts.54.down_proj      torch.Size([0, 2048])          8.932192             9.340763             621.568000           3202.277333         
model.layers.10.mlp.experts.55.gate_proj      torch.Size([0, 1408])          9.047168             9.459019             621.568000           3270.586585         
model.layers.10.mlp.experts.55.act_fn         torch.Size([0, 1408])          0.303040             0.681877             621.568000           3417.216000         
model.layers.10.mlp.experts.55.up_proj        torch.Size([0, 1408])          9.696256             10.085344            620.304650           3266.316488         
model.layers.10.mlp.experts.55.down_proj      torch.Size([0, 2048])          10.911872            11.301756            621.518222           3385.322667         
model.layers.10.mlp.experts.56.gate_proj      torch.Size([0, 1408])          12.909728            13.338327            621.486545           3501.925818         
model.layers.10.mlp.experts.56.act_fn         torch.Size([0, 1408])          0.330784             0.709534             621.568000           3106.560000         
model.layers.10.mlp.experts.56.up_proj        torch.Size([0, 1408])          13.047392            13.451099            621.568000           3295.186211         
model.layers.10.mlp.experts.56.down_proj      torch.Size([0, 2048])          10.137760            10.548830            616.849723           3206.281354         
model.layers.10.mlp.experts.57.gate_proj      torch.Size([1, 1408])          11.000608            11.456251            621.568000           3191.140030         
model.layers.10.mlp.experts.57.act_fn         torch.Size([1, 1408])          0.368224             0.780582             621.568000           3106.560000         
model.layers.10.mlp.experts.57.up_proj        torch.Size([1, 1408])          9.434880             9.866238             621.568000           3124.479556         
model.layers.10.mlp.experts.57.down_proj      torch.Size([1, 2048])          10.777184            11.268616            621.569882           3078.069647         
model.layers.10.mlp.experts.58.gate_proj      torch.Size([1, 1408])          10.433600            10.893583            621.708511           3079.391278         
model.layers.10.mlp.experts.58.act_fn         torch.Size([1, 1408])          0.378592             0.782728             621.568000           3417.216000         
model.layers.10.mlp.experts.58.up_proj        torch.Size([1, 1408])          12.455904            12.883902            621.560358           3166.492657         
model.layers.10.mlp.experts.58.down_proj      torch.Size([1, 2048])          10.466624            11.003256            621.529791           3305.936239         
model.layers.10.mlp.experts.59.gate_proj      torch.Size([1, 1408])          12.459968            13.027191            621.568000           3272.895496         
model.layers.10.mlp.experts.59.act_fn         torch.Size([1, 1408])          0.339296             0.707150             621.568000           3145.392000         
model.layers.10.mlp.experts.59.up_proj        torch.Size([1, 1408])          12.958656            13.337135            621.568000           3197.779200         
model.layers.10.mlp.experts.59.down_proj      torch.Size([1, 2048])          11.154112            11.548042            621.452986           3536.276870         
model.layers.10.mlp.shared_expert.gate_proj   torch.Size([5, 5632])          29.730177            30.097485            721.742867           3295.377224         
model.layers.10.mlp.shared_expert.act_fn      torch.Size([5, 5632])          0.366848             0.829458             776.640000           3415.808000         
model.layers.10.mlp.shared_expert.up_proj     torch.Size([5, 5632])          36.514912            36.870480            744.776694           3297.165318         
model.layers.10.mlp.shared_expert.down_proj   torch.Size([5, 2048])          37.751904            38.188696            749.821905           3351.141524         
model.layers.10.mlp.shared_expert_gate        torch.Size([5, 1])             6.751264             7.184982             647.399111           3362.597926         
model.layers.11.input_layernorm               torch.Size([1, 5, 2048])       6.166144             6.607771             518.186667           3278.466510         
model.layers.11.self_attn.q_proj              torch.Size([1, 5, 2048])       21.399391            21.795511            599.705739           3160.428522         
model.layers.11.self_attn.k_proj              torch.Size([1, 5, 2048])       19.599680            20.013094            621.522975           3413.457045         
model.layers.11.self_attn.v_proj              torch.Size([1, 5, 2048])       17.102688            17.520189            621.557277           3301.850471         
model.layers.11.self_attn.o_proj              torch.Size([1, 5, 2048])       16.105791            16.481400            621.657302           3036.868837         
model.layers.11.post_attention_layernorm      torch.Size([1, 5, 2048])       6.467968             6.881475             621.737290           3067.738839         
model.layers.11.mlp.gate                      torch.Size([5, 60])            5.734976             6.139994             485.403429           2965.133061         
model.layers.11.mlp.experts.0.gate_proj       torch.Size([1, 1408])          12.626176            13.038874            593.894857           3167.008000         
model.layers.11.mlp.experts.0.act_fn          torch.Size([1, 1408])          0.337152             0.705957             621.568000           3106.560000         
model.layers.11.mlp.experts.0.up_proj         torch.Size([1, 1408])          13.303296            13.689756            621.532070           3334.214175         
model.layers.11.mlp.experts.0.down_proj       torch.Size([1, 2048])          9.027424             9.435892             621.516000           3322.563000         
model.layers.11.mlp.experts.1.gate_proj       torch.Size([1, 1408])          11.992544            12.462616            621.568000           3247.873444         
model.layers.11.mlp.experts.1.act_fn          torch.Size([1, 1408])          0.341760             0.705957             621.568000           3261.888000         
model.layers.11.mlp.experts.1.up_proj         torch.Size([1, 1408])          9.420640             9.803534             621.568000           3203.124060         
model.layers.11.mlp.experts.1.down_proj       torch.Size([1, 2048])          10.027104            10.540247            621.568000           3068.308364         
model.layers.11.mlp.experts.2.gate_proj       torch.Size([1, 1408])          12.610624            13.020039            621.442098           3520.013639         
model.layers.11.mlp.experts.2.act_fn          torch.Size([1, 1408])          0.345536             0.733852             621.312000           3572.544000         
model.layers.11.mlp.experts.2.up_proj         torch.Size([1, 1408])          11.961888            12.341976            621.555906           3354.840189         
model.layers.11.mlp.experts.2.down_proj       torch.Size([1, 2048])          18.894176            19.285440            621.523478           3337.278609         
model.layers.11.mlp.experts.3.gate_proj       torch.Size([0, 1408])          10.779904            11.236429            621.659287           3178.110016         
model.layers.11.mlp.experts.3.act_fn          torch.Size([0, 1408])          0.378624             0.744820             621.824000           2952.448000         
model.layers.11.mlp.experts.3.up_proj         torch.Size([0, 1408])          10.207776            10.607719            621.576393           3169.342951         
model.layers.11.mlp.experts.3.down_proj       torch.Size([0, 2048])          9.975968             10.415316            621.586286           3156.217905         
model.layers.11.mlp.experts.4.gate_proj       torch.Size([0, 1408])          11.344000            11.775970            621.565984           3230.701354         
model.layers.11.mlp.experts.4.act_fn          torch.Size([0, 1408])          0.312320             0.745058             621.568000           3261.888000         
model.layers.11.mlp.experts.4.up_proj         torch.Size([0, 1408])          17.306816            17.735243            590.780952           3283.496635         
model.layers.11.mlp.experts.4.down_proj       torch.Size([0, 2048])          15.146208            15.599012            621.568000           3229.593500         
model.layers.11.mlp.experts.5.gate_proj       torch.Size([0, 1408])          14.603392            15.119076            621.708511           3166.906226         
model.layers.11.mlp.experts.5.act_fn          torch.Size([0, 1408])          0.431232             0.874758             621.568000           3339.552000         
model.layers.11.mlp.experts.5.up_proj         torch.Size([0, 1408])          13.357760            13.825178            574.076587           3060.977920         
model.layers.11.mlp.experts.5.down_proj       torch.Size([0, 2048])          8.705568             9.115696             583.807543           3316.948571         
model.layers.11.mlp.experts.6.gate_proj       torch.Size([1, 1408])          11.282496            11.717796            621.497600           3462.470933         
model.layers.11.mlp.experts.6.act_fn          torch.Size([1, 1408])          0.346656             0.735044             621.568000           3107.584000         
model.layers.11.mlp.experts.6.up_proj         torch.Size([1, 1408])          16.701696            17.138958            621.674985           3116.421731         
model.layers.11.mlp.experts.6.down_proj       torch.Size([1, 2048])          14.870944            15.327930            621.588706           3128.432941         
model.layers.11.mlp.experts.7.gate_proj       torch.Size([0, 1408])          11.879520            12.333632            621.573731           3101.190687         
model.layers.11.mlp.experts.7.act_fn          torch.Size([0, 1408])          0.352800             0.841856             621.568000           3107.840000         
model.layers.11.mlp.experts.7.up_proj         torch.Size([0, 1408])          15.282016            15.768766            621.571765           3188.368000         
model.layers.11.mlp.experts.7.down_proj       torch.Size([0, 2048])          11.495200            11.923075            621.568000           3269.989376         
model.layers.11.mlp.experts.8.gate_proj       torch.Size([1, 1408])          32.997025            33.424377            621.514105           3276.383759         
model.layers.11.mlp.experts.8.act_fn          torch.Size([1, 1408])          0.363488             0.762224             621.568000           3417.216000         
model.layers.11.mlp.experts.8.up_proj         torch.Size([1, 1408])          10.193280            10.690212            621.218133           3907.242133         
model.layers.11.mlp.experts.8.down_proj       torch.Size([1, 2048])          10.362368            10.761023            621.395349           3322.882481         
model.layers.11.mlp.experts.9.gate_proj       torch.Size([0, 1408])          11.462944            11.877775            621.560000           3124.848000         
model.layers.11.mlp.experts.9.act_fn          torch.Size([0, 1408])          0.320480             0.696182             621.568000           3261.888000         
model.layers.11.mlp.experts.9.up_proj         torch.Size([0, 1408])          10.441792            10.845184            621.568000           3206.206000         
model.layers.11.mlp.experts.9.down_proj       torch.Size([0, 2048])          9.334752             9.725332             621.456361           3624.631338         
model.layers.11.mlp.experts.10.gate_proj      torch.Size([0, 1408])          12.927136            13.358116            621.550000           3283.086000         
model.layers.11.mlp.experts.10.act_fn         torch.Size([0, 1408])          0.316928             0.693321             621.568000           3107.840000         
model.layers.11.mlp.experts.10.up_proj        torch.Size([0, 1408])          10.387936            10.805607            601.835683           3175.988317         
model.layers.11.mlp.experts.10.down_proj      torch.Size([0, 2048])          9.497376             9.898901             621.568000           3145.248000         
model.layers.11.mlp.experts.11.gate_proj      torch.Size([1, 1408])          10.516896            10.956526            621.568000           3070.246820         
model.layers.11.mlp.experts.11.act_fn         torch.Size([1, 1408])          0.346880             0.710964             621.568000           3106.560000         
model.layers.11.mlp.experts.11.up_proj        torch.Size([1, 1408])          12.263744            12.663126            621.518933           3186.812800         
model.layers.11.mlp.experts.11.down_proj      torch.Size([1, 2048])          11.082336            11.676550            621.539343           3208.499582         
model.layers.11.mlp.experts.12.gate_proj      torch.Size([1, 1408])          14.848320            15.261173            621.506866           3289.673552         
model.layers.11.mlp.experts.12.act_fn         torch.Size([1, 1408])          0.350432             0.735760             621.568000           3417.216000         
model.layers.11.mlp.experts.12.up_proj        torch.Size([1, 1408])          9.817824             10.280848            621.568000           3082.737727         
model.layers.11.mlp.experts.12.down_proj      torch.Size([1, 2048])          11.011680            11.396646            621.568000           3117.259237         
model.layers.11.mlp.experts.13.gate_proj      torch.Size([0, 1408])          10.139040            10.622263            621.679304           3028.335304         
model.layers.11.mlp.experts.13.act_fn         torch.Size([0, 1408])          0.300000             0.673532             621.824000           2952.448000         
model.layers.11.mlp.experts.13.up_proj        torch.Size([0, 1408])          12.562560            12.967348            595.995000           3529.839000         
model.layers.11.mlp.experts.13.down_proj      torch.Size([0, 2048])          11.626336            12.008429            621.535748           3365.918236         
model.layers.11.mlp.experts.14.gate_proj      torch.Size([0, 1408])          12.716352            13.116360            609.027765           3162.976941         
model.layers.11.mlp.experts.14.act_fn         torch.Size([0, 1408])          0.294208             0.663757             621.568000           3106.560000         
model.layers.11.mlp.experts.14.up_proj        torch.Size([0, 1408])          10.418656            10.800600            621.568000           3188.977939         
model.layers.11.mlp.experts.14.down_proj      torch.Size([0, 2048])          12.273344            12.668371            602.560464           3005.962203         
model.layers.11.mlp.experts.15.gate_proj      torch.Size([0, 1408])          15.855104            16.319990            621.553311           3162.829115         
model.layers.11.mlp.experts.15.act_fn         torch.Size([0, 1408])          0.314592             0.716448             621.568000           3572.544000         
model.layers.11.mlp.experts.15.up_proj        torch.Size([0, 1408])          12.719360            13.152838            613.070000           3232.961000         
model.layers.11.mlp.experts.15.down_proj      torch.Size([0, 2048])          11.504864            12.023687            621.555306           3356.956033         
model.layers.11.mlp.experts.16.gate_proj      torch.Size([0, 1408])          11.113760            11.548519            621.568000           3224.449655         
model.layers.11.mlp.experts.16.act_fn         torch.Size([0, 1408])          0.305984             0.685453             621.568000           3107.413333         
model.layers.11.mlp.experts.16.up_proj        torch.Size([0, 1408])          9.608736             10.026217            603.151170           3174.698667         
model.layers.11.mlp.experts.16.down_proj      torch.Size([0, 2048])          12.851232            13.287067            621.615407           3049.683437         
model.layers.11.mlp.experts.17.gate_proj      torch.Size([0, 1408])          11.207584            11.770487            614.444651           3217.991938         
model.layers.11.mlp.experts.17.act_fn         torch.Size([0, 1408])          0.348640             0.788212             621.568000           3572.544000         
model.layers.11.mlp.experts.17.up_proj        torch.Size([0, 1408])          12.114080            12.535334            591.260203           3469.869559         
model.layers.11.mlp.experts.17.down_proj      torch.Size([0, 2048])          15.179552            15.624762            621.568000           3246.370102         
model.layers.11.mlp.experts.18.gate_proj      torch.Size([0, 1408])          9.468832             9.906054             621.577922           3138.600682         
model.layers.11.mlp.experts.18.act_fn         torch.Size([0, 1408])          0.307264             0.683308             621.568000           3261.888000         
model.layers.11.mlp.experts.18.up_proj        torch.Size([0, 1408])          10.831904            11.217833            621.584254           3117.294730         
model.layers.11.mlp.experts.18.down_proj      torch.Size([0, 2048])          10.027968            10.421038            621.603176           3132.098931         
model.layers.11.mlp.experts.19.gate_proj      torch.Size([0, 1408])          11.213920            11.641502            621.586732           3271.140423         
model.layers.11.mlp.experts.19.act_fn         torch.Size([0, 1408])          0.298048             0.659227             621.568000           3107.840000         
model.layers.11.mlp.experts.19.up_proj        torch.Size([0, 1408])          13.387200            13.774872            621.569969           3342.237538         
model.layers.11.mlp.experts.19.down_proj      torch.Size([0, 2048])          13.769184            14.153481            621.568000           3206.560733         
model.layers.11.mlp.experts.20.gate_proj      torch.Size([0, 1408])          11.951008            12.379169            621.568000           3154.202791         
